user_id,movie_id,rating,rnn_score
854,121,1.0,3.6499016284942627
896,190,5.0,4.05172872543335
539,610,4.0,3.640594959259033
268,11,4.0,3.5948684215545654
185,50,4.0,4.28097677230835
747,844,4.0,3.218536853790283
526,298,4.0,3.5604240894317627
667,182,5.0,4.116038799285889
717,125,4.0,3.654745101928711
49,919,5.0,3.609830856323242
592,1281,3.0,3.0480427742004395
330,195,3.0,3.729565382003784
189,381,3.0,3.5886406898498535
83,845,3.0,3.358238458633423
904,762,2.0,3.247506618499756
705,97,3.0,3.7767324447631836
846,1210,2.0,3.0007009506225586
851,1059,3.0,2.8396873474121094
764,9,4.0,3.849060297012329
868,214,3.0,3.1539292335510254
886,172,5.0,4.424527645111084
823,68,3.0,2.9861812591552734
449,276,5.0,3.8307061195373535
59,106,4.0,2.973508358001709
634,1197,4.0,3.562467575073242
10,700,4.0,2.4478650093078613
543,737,3.0,2.8619754314422607
905,1051,2.0,2.8481991291046143
450,1115,4.0,3.1762280464172363
463,740,4.0,3.6164605617523193
463,1033,2.0,2.926035165786743
429,1109,2.0,3.3748292922973633
406,234,4.0,3.819796323776245
318,414,4.0,3.3874025344848633
560,1333,3.0,2.500462770462036
429,559,3.0,2.7565908432006836
327,268,4.0,3.8529036045074463
427,990,5.0,2.9812211990356445
483,230,5.0,3.143632650375366
911,428,4.0,3.4046409130096436
405,1590,1.0,2.3938896656036377
227,741,3.0,3.6499876976013184
870,284,2.0,3.2291133403778076
493,262,3.0,3.824414014816284
320,11,4.0,3.5948002338409424
161,654,3.0,3.9898533821105957
128,1063,2.0,3.580801010131836
698,50,5.0,4.281070232391357
125,1,4.0,3.891878366470337
555,1054,3.0,2.2427167892456055
509,309,2.0,2.6357622146606445
2,290,3.0,3.1455695629119873
679,69,4.0,3.61470627784729
880,931,3.0,1.988031268119812
83,28,4.0,3.9773905277252197
880,780,3.0,3.1669368743896484
446,300,3.0,3.783085823059082
171,346,4.0,3.522348403930664
6,463,4.0,3.757490634918213
772,272,5.0,4.334672451019287
631,288,3.0,3.465930461883545
293,419,3.0,3.5541059970855713
305,59,3.0,3.9722189903259277
563,233,4.0,3.266284942626953
348,411,4.0,3.1222259998321533
524,301,4.0,3.200962781906128
693,855,2.0,3.7358646392822266
682,202,4.0,3.713991165161133
427,989,5.0,3.174414873123169
326,397,3.0,2.4125380516052246
350,429,4.0,3.9220242500305176
437,466,2.0,3.684189796447754
291,572,3.0,3.1782875061035156
660,797,2.0,3.2941012382507324
132,251,4.0,4.523926734924316
177,12,5.0,4.128540515899658
42,469,4.0,3.6879818439483643
883,435,4.0,4.095644950866699
843,528,3.0,4.120816230773926
544,312,2.0,3.3717048168182373
935,313,5.0,4.4309587478637695
329,1011,3.0,3.433340549468994
908,56,4.0,4.082874298095703
627,318,5.0,4.679311275482178
417,118,4.0,3.4634647369384766
622,64,5.0,4.430622577667236
532,915,4.0,3.829105854034424
293,133,3.0,3.8749258518218994
577,55,3.0,3.481851816177368
303,1511,3.0,2.966862201690674
425,362,3.0,2.8223392963409424
896,1183,2.0,1.8540529012680054
85,380,4.0,3.275561571121216
589,333,5.0,3.62882661819458
556,209,5.0,3.680532693862915
689,109,5.0,2.9340100288391113
345,333,3.0,3.6284520626068115
806,121,4.0,3.64973783493042
391,222,2.0,3.737497568130493
754,117,4.0,3.54683780670166
452,197,5.0,4.055260181427002
758,43,3.0,3.082690715789795
663,1324,3.0,1.9847122430801392
533,4,3.0,3.7980239391326904
470,137,3.0,4.022132396697998
402,7,4.0,3.8444089889526367
411,527,4.0,4.088720798492432
487,404,4.0,3.7080585956573486
26,222,3.0,3.7375283241271973
379,554,4.0,2.7873003482818604
151,173,5.0,4.122220993041992
222,49,3.0,3.4853482246398926
496,155,1.0,2.906999111175537
200,141,4.0,3.6036837100982666
726,1028,2.0,3.041839122772217
314,218,4.0,3.633054733276367
64,2,3.0,3.2948036193847656
270,25,5.0,3.705681085586548
19,325,4.0,2.1515567302703857
406,367,4.0,3.3914566040039062
532,938,3.0,3.4002318382263184
26,249,2.0,3.1225342750549316
578,294,3.0,3.1486496925354004
283,412,5.0,2.663167715072632
13,909,5.0,3.368680477142334
195,373,3.0,2.760378837585449
100,344,4.0,3.1879849433898926
279,405,3.0,3.197610378265381
62,286,3.0,3.7925379276275635
90,739,5.0,3.414557695388794
665,33,2.0,3.6869373321533203
531,1316,4.0,2.8510966300964355
109,797,3.0,3.2939565181732178
385,191,2.0,4.173263072967529
207,631,2.0,3.687218427658081
782,1609,1.0,1.873470664024353
537,70,4.0,3.671114921569824
552,932,3.0,3.2195398807525635
62,14,4.0,3.906315803527832
11,399,3.0,3.227543354034424
339,276,4.0,3.830857515335083
255,569,1.0,3.000593900680542
336,13,3.0,3.4388012886047363
633,651,3.0,3.9584524631500244
160,117,4.0,3.546313762664795
316,180,4.0,3.760409116744995
416,301,5.0,3.2011563777923584
754,292,3.0,3.0712759494781494
488,845,3.0,3.3586912155151367
380,1404,2.0,3.1488170623779297
188,118,3.0,3.46378755569458
394,578,2.0,3.0699551105499268
152,241,4.0,3.2221391201019287
929,172,4.0,4.424620151519775
387,192,5.0,4.0878777503967285
833,1210,1.0,3.001136541366577
116,343,2.0,3.0916764736175537
504,623,3.0,2.9859211444854736
447,27,3.0,3.1404740810394287
654,258,4.0,3.716625690460205
653,521,4.0,3.904571294784546
385,474,5.0,4.060135364532471
815,524,4.0,4.230716228485107
520,690,5.0,3.485079288482666
868,158,1.0,2.2643914222717285
645,59,5.0,3.9719338417053223
798,993,3.0,3.569707155227661
449,285,5.0,4.4754252433776855
193,508,4.0,3.5695173740386963
771,768,4.0,3.0870347023010254
176,293,5.0,3.705214500427246
585,923,5.0,4.141833782196045
396,323,4.0,3.075387477874756
328,736,3.0,4.113246440887451
385,874,3.0,3.486527919769287
617,134,3.0,4.335718154907227
653,211,1.0,3.88932728767395
184,529,4.0,3.89937686920166
763,879,3.0,3.6353158950805664
638,29,2.0,2.659200429916382
54,340,4.0,3.8603696823120117
22,154,4.0,3.8009753227233887
591,508,4.0,3.569671392440796
846,396,5.0,2.634849786758423
393,1244,3.0,3.547715425491333
577,739,3.0,3.414651870727539
515,1430,3.0,1.8530306816101074
406,357,4.0,4.341876983642578
666,111,3.0,3.7161035537719727
883,922,5.0,4.12807559967041
345,12,5.0,4.1280622482299805
6,519,5.0,4.181333065032959
561,64,3.0,4.430527210235596
883,732,3.0,3.647106647491455
567,527,3.0,4.088595867156982
617,567,2.0,2.536815881729126
85,482,4.0,3.99495267868042
164,333,5.0,3.628795862197876
40,303,4.0,3.6559722423553467
937,137,3.0,4.022047996520996
405,656,1.0,4.202672481536865
456,238,4.0,3.7758421897888184
655,912,3.0,2.7193410396575928
223,620,2.0,3.0507168769836426
560,845,3.0,3.358304500579834
337,222,5.0,3.7375736236572266
461,255,2.0,3.2222321033477783
344,313,3.0,4.430615425109863
878,474,5.0,4.060131549835205
892,229,3.0,2.8974170684814453
601,178,4.0,4.5187811851501465
734,294,1.0,3.148671865463257
641,203,4.0,4.034821033477783
334,1198,3.0,3.015275239944458
72,476,4.0,3.132775068283081
255,860,2.0,2.056774854660034
429,288,3.0,3.466240882873535
645,513,5.0,4.242120265960693
342,724,1.0,3.4777634143829346
344,562,2.0,2.829235792160034
230,51,4.0,3.4213480949401855
405,1274,1.0,1.3820090293884277
541,622,3.0,3.2505407333374023
790,226,3.0,3.27717924118042
456,959,4.0,3.522188901901245
281,301,3.0,3.2008841037750244
551,447,5.0,3.745126724243164
833,1353,3.0,2.674769878387451
442,68,3.0,2.9860074520111084
468,275,4.0,4.1104583740234375
846,565,2.0,2.952023983001709
159,286,1.0,3.792675495147705
856,307,4.0,3.4656779766082764
325,517,4.0,3.7441487312316895
363,443,4.0,3.775376558303833
693,127,4.0,4.2568511962890625
502,261,2.0,2.6050209999084473
542,90,4.0,3.054736852645874
682,683,2.0,2.697892189025879
833,435,2.0,4.095700263977051
405,1078,1.0,3.0052435398101807
138,602,4.0,3.9826793670654297
858,9,5.0,3.8490328788757324
797,948,1.0,2.4121909141540527
503,385,1.0,3.2771685123443604
643,154,4.0,3.801220655441284
886,1048,4.0,2.88431453704834
774,82,2.0,3.86739444732666
82,9,4.0,3.8485195636749268
328,689,5.0,3.2189321517944336
721,199,4.0,4.019554615020752
267,475,5.0,4.04437255859375
327,89,4.0,4.201039791107178
651,268,2.0,3.852717638015747
378,300,4.0,3.782905340194702
99,402,4.0,3.5100257396698
486,281,3.0,3.1695311069488525
843,441,2.0,2.369966983795166
56,1092,3.0,2.145026683807373
892,661,5.0,4.10890531539917
201,679,3.0,3.344204902648926
916,70,4.0,3.671257734298706
679,751,5.0,3.274423837661743
859,475,4.0,4.0442891120910645
7,480,4.0,4.354669094085693
690,80,3.0,2.698615312576294
250,153,2.0,3.763512372970581
728,100,5.0,3.713175058364868
269,715,4.0,3.433990478515625
588,552,1.0,2.930232524871826
151,792,4.0,3.9511477947235107
188,218,5.0,3.6339073181152344
903,708,4.0,3.6550350189208984
178,480,3.0,4.35482931137085
554,15,4.0,3.472421646118164
773,145,3.0,2.4137442111968994
293,188,3.0,3.6766703128814697
249,408,5.0,4.074720859527588
35,328,3.0,3.4749951362609863
64,284,4.0,3.2289931774139404
1,233,2.0,3.2664501667022705
763,96,2.0,4.130785942077637
545,182,3.0,4.1158766746521
153,568,4.0,3.347282648086548
59,582,4.0,3.683974504470825
870,302,4.0,4.136340618133545
339,188,4.0,3.6767518520355225
536,493,4.0,4.3551249504089355
518,1114,2.0,3.636640787124634
698,294,4.0,3.1487159729003906
1,159,3.0,3.347561836242676
524,1074,2.0,3.1945009231567383
125,478,4.0,4.262508392333984
28,117,4.0,3.546751022338867
805,554,1.0,2.7870805263519287
303,574,1.0,2.4424312114715576
913,83,4.0,4.0053839683532715
823,1070,4.0,3.5648703575134277
140,258,3.0,3.7165606021881104
904,9,4.0,3.849153518676758
378,241,4.0,3.222050666809082
549,181,4.0,4.052066326141357
60,609,3.0,3.358419418334961
387,93,5.0,3.850419521331787
771,216,5.0,3.971127510070801
94,94,2.0,3.506481885910034
328,692,4.0,3.7545759677886963
561,273,5.0,3.5332510471343994
405,1055,3.0,3.308483123779297
152,411,4.0,3.122400999069214
276,1074,3.0,3.194725513458252
829,529,4.0,3.8993172645568848
864,11,5.0,3.5948522090911865
537,273,3.0,3.5333776473999023
42,403,3.0,3.5351388454437256
498,423,3.0,4.083606719970703
13,50,5.0,4.280797481536865
757,576,3.0,2.840610980987549
305,143,3.0,3.7016661167144775
507,345,5.0,3.7423925399780273
798,746,4.0,3.3014864921569824
450,483,3.0,4.730238914489746
435,413,2.0,2.5283281803131104
542,775,2.0,2.659133195877075
663,763,5.0,3.0864226818084717
234,502,4.0,3.3217058181762695
588,423,3.0,4.083270072937012
256,181,4.0,4.052263259887695
387,210,4.0,3.8687007427215576
771,496,5.0,3.8611230850219727
661,298,3.0,3.560377597808838
145,685,4.0,3.3421173095703125
839,1,4.0,3.8922600746154785
566,89,4.0,4.200314521789551
312,100,4.0,3.7131192684173584
249,114,5.0,4.012674331665039
450,588,4.0,3.776200532913208
497,183,4.0,4.077303409576416
110,808,2.0,2.52781081199646
817,328,4.0,3.47475528717041
255,826,1.0,2.6894967555999756
932,613,4.0,3.7916111946105957
224,239,4.0,3.4860999584198
880,55,3.0,3.481682300567627
234,241,2.0,3.2221291065216064
889,944,3.0,3.0545928478240967
97,28,5.0,3.9778361320495605
417,373,3.0,2.76009202003479
119,12,3.0,4.128420352935791
805,1065,5.0,3.5484020709991455
393,67,3.0,2.9235305786132812
524,32,4.0,4.125893592834473
163,234,3.0,3.8198041915893555
774,217,2.0,3.4002819061279297
746,128,3.0,3.882694959640503
6,64,4.0,4.430917263031006
682,241,4.0,3.2222495079040527
304,111,3.0,3.7159788608551025
283,1009,3.0,3.470146417617798
536,181,5.0,4.05217981338501
942,234,4.0,3.819822072982788
878,949,3.0,3.0650534629821777
94,172,4.0,4.424612998962402
638,172,4.0,4.424665451049805
153,323,2.0,3.0763823986053467
445,744,2.0,3.590851306915283
178,298,2.0,3.5603742599487305
18,153,4.0,3.7636561393737793
303,1224,2.0,2.7632827758789062
840,183,5.0,4.076740264892578
766,175,3.0,3.705160140991211
425,2,2.0,3.2949306964874268
663,876,3.0,2.8310651779174805
918,89,5.0,4.200929641723633
286,53,2.0,3.0758485794067383
194,739,3.0,3.4139950275421143
484,625,4.0,3.089101791381836
877,451,4.0,2.871737480163574
21,596,3.0,3.279841899871826
894,1010,4.0,3.0745677947998047
741,732,4.0,3.6472301483154297
896,96,5.0,4.130521774291992
708,846,2.0,2.928476333618164
682,797,2.0,3.2941339015960693
174,14,5.0,3.906207323074341
279,25,5.0,3.7064554691314697
230,204,4.0,3.7880003452301025
606,393,4.0,3.3065786361694336
715,216,4.0,3.9713873863220215
537,495,2.0,3.859039545059204
64,433,2.0,3.4365596771240234
18,494,3.0,4.155483245849609
796,236,4.0,3.2646877765655518
505,210,4.0,3.868945837020874
144,298,3.0,3.560392141342163
942,484,5.0,4.1525492668151855
430,222,4.0,3.737546682357788
103,234,3.0,3.8198468685150146
798,204,4.0,3.7880170345306396
846,431,5.0,3.3949503898620605
880,172,5.0,4.424527645111084
747,705,5.0,4.379150390625
826,1110,4.0,3.0652785301208496
765,286,5.0,3.7927262783050537
454,487,4.0,4.199271202087402
639,427,4.0,4.495268821716309
234,228,3.0,3.834030866622925
617,606,3.0,4.3512282371521
231,289,4.0,2.9528019428253174
805,65,3.0,4.069207191467285
848,1065,2.0,3.5486249923706055
836,170,5.0,3.8231284618377686
311,750,5.0,3.769268751144409
625,166,3.0,4.473089694976807
269,170,2.0,3.823126792907715
499,198,5.0,3.843254327774048
394,73,3.0,3.5710763931274414
727,328,4.0,3.4747910499572754
498,187,4.0,4.311875820159912
87,144,4.0,3.7759602069854736
327,265,2.0,3.827707052230835
314,1210,4.0,3.0004706382751465
747,180,5.0,3.760266065597534
795,1110,3.0,3.0654900074005127
405,642,1.0,3.497201681137085
18,965,4.0,3.4073801040649414
600,720,3.0,3.1586174964904785
894,1007,3.0,4.52146053314209
758,31,3.0,3.6387925148010254
357,123,4.0,3.2454910278320312
401,451,2.0,2.8717081546783447
417,135,3.0,3.587999105453491
20,50,3.0,4.281032562255859
345,51,5.0,3.420919418334961
532,1136,2.0,3.7825233936309814
458,190,4.0,4.051711559295654
292,190,5.0,4.051947593688965
87,62,5.0,3.2352590560913086
318,49,3.0,3.485452890396118
726,763,2.0,3.0862255096435547
484,82,4.0,3.8678526878356934
99,274,1.0,3.6652915477752686
174,151,3.0,3.9196908473968506
828,1597,3.0,2.993898630142212
647,29,4.0,2.6590800285339355
437,1211,4.0,3.6438310146331787
62,283,4.0,3.8108270168304443
727,775,4.0,2.6590123176574707
389,526,3.0,4.059898376464844
848,655,4.0,3.9949467182159424
111,301,4.0,3.2010657787323
592,631,3.0,3.687150239944458
295,86,5.0,3.8874895572662354
405,143,5.0,3.7015390396118164
314,196,3.0,3.8619320392608643
325,93,4.0,3.85005521774292
279,1093,4.0,2.8002238273620605
7,174,5.0,4.167783737182617
562,197,4.0,4.055117607116699
342,301,5.0,3.2011168003082275
58,433,5.0,3.436493158340454
630,1197,3.0,3.562751531600952
711,315,4.0,4.292880535125732
10,285,5.0,4.475641250610352
854,628,2.0,3.8205485343933105
311,539,4.0,2.601546287536621
314,812,4.0,2.8997607231140137
498,410,3.0,3.2774405479431152
805,259,1.0,2.665534496307373
600,550,4.0,3.15641188621521
160,160,5.0,3.740872621536255
223,1,4.0,3.8923158645629883
257,936,4.0,3.8530871868133545
561,639,3.0,3.8401832580566406
891,866,5.0,3.33178973197937
389,663,4.0,3.8843226432800293
682,56,4.0,4.082836627960205
409,654,3.0,3.9899091720581055
181,20,1.0,3.8914716243743896
693,576,2.0,2.8406171798706055
142,346,5.0,3.522470474243164
293,583,3.0,3.462111711502075
653,188,5.0,3.6768453121185303
487,794,5.0,3.5805983543395996
577,402,4.0,3.510072946548462
645,673,3.0,3.348724842071533
864,134,5.0,4.336252689361572
593,15,4.0,3.472402334213257
108,515,5.0,4.007087707519531
117,758,2.0,1.414169430732727
774,91,1.0,3.6837499141693115
125,22,5.0,3.9506330490112305
23,652,4.0,4.073213577270508
823,176,4.0,4.111218452453613
497,774,4.0,2.7970516681671143
622,1216,4.0,3.181126832962036
1,238,4.0,3.7756338119506836
345,535,3.0,2.8294601440429688
279,434,4.0,4.02013635635376
425,161,3.0,3.549609661102295
424,882,3.0,3.804180860519409
391,490,4.0,3.9308881759643555
881,218,4.0,3.6338281631469727
682,117,4.0,3.5469155311584473
690,94,4.0,3.506444215774536
870,939,3.0,3.924474000930786
226,14,5.0,3.906432628631592
348,240,3.0,2.8380064964294434
240,302,5.0,4.136048793792725
635,269,5.0,4.162868976593018
721,735,4.0,3.7880096435546875
798,367,3.0,3.391484260559082
682,687,2.0,2.0402519702911377
222,685,4.0,3.3416221141815186
524,1044,4.0,3.3121225833892822
891,117,3.0,3.5467705726623535
634,756,3.0,2.9976587295532227
463,477,2.0,3.1435327529907227
410,300,3.0,3.783083915710449
721,435,4.0,4.095303058624268
442,559,2.0,2.7563183307647705
145,974,1.0,3.108914613723755
73,127,5.0,4.256970405578613
293,50,5.0,4.280920505523682
295,132,5.0,4.1222710609436035
178,282,3.0,3.8173491954803467
216,196,5.0,3.8629584312438965
77,455,3.0,3.385321855545044
595,1264,2.0,3.7703585624694824
654,144,5.0,3.7759909629821777
401,237,3.0,3.9337313175201416
650,620,2.0,3.050572633743286
377,338,3.0,2.997697114944458
648,219,4.0,2.923661231994629
85,154,4.0,3.801377534866333
848,204,5.0,3.7879579067230225
629,172,5.0,4.42466926574707
286,390,1.0,3.2356202602386475
178,845,4.0,3.3585398197174072
493,754,3.0,3.1468405723571777
450,559,3.0,2.756485939025879
69,237,3.0,3.9338769912719727
176,240,4.0,2.8382344245910645
387,193,5.0,3.9764082431793213
653,229,3.0,2.8975114822387695
629,7,2.0,3.8443799018859863
312,847,3.0,3.9889824390411377
694,482,5.0,3.9949328899383545
303,70,4.0,3.6706836223602295
805,180,3.0,3.7600932121276855
719,509,2.0,3.7519681453704834
276,294,4.0,3.1487011909484863
632,172,5.0,4.424476623535156
843,739,2.0,3.414275884628296
151,499,5.0,3.864596128463745
886,182,4.0,4.115874290466309
894,244,4.0,3.282482147216797
230,926,3.0,2.9985573291778564
500,42,5.0,3.4322445392608643
151,121,5.0,3.649854898452759
589,332,4.0,3.5708351135253906
1,100,5.0,3.7129013538360596
463,930,1.0,2.879180908203125
807,1615,4.0,2.6420345306396484
610,352,1.0,1.8762742280960083
741,724,4.0,3.477796792984009
215,218,3.0,3.633892774581909
294,682,3.0,3.1096174716949463
112,754,4.0,3.1466469764709473
479,931,2.0,1.9881041049957275
330,427,5.0,4.495504379272461
18,393,3.0,3.3071203231811523
219,855,5.0,3.7358803749084473
435,153,3.0,3.7634315490722656
38,153,5.0,3.7630960941314697
262,338,4.0,2.9976863861083984
279,577,1.0,2.148696184158325
838,24,4.0,3.5446970462799072
921,96,4.0,4.1307573318481445
406,651,3.0,3.958387851715088
655,1629,3.0,2.8504977226257324
311,218,4.0,3.633986473083496
373,596,3.0,3.279827833175659
661,272,4.0,4.334732532501221
109,810,3.0,2.9806764125823975
189,131,4.0,3.9679934978485107
318,255,4.0,3.2217721939086914
820,289,2.0,2.9528512954711914
587,312,2.0,3.3711893558502197
49,42,4.0,3.4320764541625977
622,212,3.0,3.692657947540283
70,208,4.0,3.77455472946167
51,182,3.0,4.115900039672852
244,528,3.0,4.1209540367126465
642,174,5.0,4.167983531951904
474,696,3.0,3.3431482315063477
932,99,4.0,3.3256449699401855
655,1640,3.0,3.5312625
289,147,3.0,3.46030855178833
342,276,3.0,3.8307995796203613
758,892,2.0,2.6133527755737305
279,219,2.0,2.923738956451416
115,443,4.0,3.776235342025757
116,479,4.0,4.3825578689575195
476,386,2.0,3.1195693016052246
881,195,4.0,3.7294280529022217
463,271,1.0,3.089231014251709
350,190,4.0,4.052058696746826
826,332,3.0,3.5705037117004395
239,89,4.0,4.200987339019775
456,109,3.0,2.9342806339263916
417,40,3.0,2.782820463180542
357,1095,3.0,2.4562489986419678
846,542,3.0,2.679969549179077
426,526,4.0,4.060097694396973
102,810,2.0,2.9804799556732178
669,64,4.0,4.430840492248535
487,204,4.0,3.7878119945526123
882,225,5.0,2.8990046977996826
542,625,3.0,3.088937997817993
796,859,2.0,2.9814372062683105
57,1001,1.0,2.093153953552246
790,282,4.0,3.817425012588501
401,83,4.0,4.005222320556641
140,268,4.0,3.8528432846069336
938,358,4.0,2.4121503829956055
373,729,4.0,3.560289144515991
650,525,3.0,3.931835412979126
200,1228,4.0,2.2461564540863037
439,100,3.0,3.712942123413086
92,376,3.0,2.7213592529296875
682,352,1.0,1.8763012886047363
323,150,4.0,3.756507396697998
181,995,1.0,3.436525821685791
871,22,5.0,3.950948715209961
276,941,3.0,2.8588690757751465
480,114,4.0,4.012589454650879
508,88,3.0,3.4094061851501465
122,187,4.0,4.311786651611328
897,208,5.0,3.7742831707000732
102,686,3.0,3.703608751296997
457,483,5.0,4.730489730834961
751,238,3.0,3.7756118774414062
308,174,4.0,4.167354583740234
733,744,4.0,3.590566635131836
537,357,4.0,4.341804027557373
299,522,3.0,3.7575743198394775
7,187,4.0,4.311650276184082
537,90,1.0,3.054765224456787
269,705,2.0,4.379253387451172
279,976,3.0,2.0956008434295654
705,399,5.0,3.2275712490081787
83,174,5.0,4.167564868927002
578,1264,3.0,3.770550489425659
561,676,3.0,3.546578884124756
603,174,3.0,4.168085098266602
90,971,4.0,3.5371665954589844
846,70,4.0,3.6705899238586426
758,311,4.0,3.561710834503174
897,82,5.0,3.8672823905944824
207,529,4.0,3.8993849754333496
801,307,4.0,3.4654955863952637
305,172,4.0,4.424650192260742
617,774,1.0,2.797032594680786
784,260,4.0,2.633491039276123
234,486,3.0,3.585139751434326
481,780,1.0,3.167034387588501
271,318,5.0,4.67948055267334
428,259,4.0,2.665644884109497
92,238,5.0,3.775463104248047
6,306,4.0,3.9016244411468506
244,629,4.0,3.800420045852661
693,234,2.0,3.8198013305664062
279,92,4.0,3.3958237171173096
717,50,4.0,4.280993938446045
602,343,2.0,3.0916101932525635
927,819,3.0,2.852776288986206
326,86,2.0,3.8869802951812744
181,1137,1.0,4.1273369789123535
588,272,5.0,4.334449768066406
232,638,5.0,3.608283519744873
44,190,5.0,4.052020072937012
87,1028,4.0,3.0419912338256836
305,690,4.0,3.4852983951568604
269,716,4.0,3.38529372215271
932,502,4.0,3.3219010829925537
293,12,4.0,4.128527641296387
893,290,3.0,3.147420883178711
450,278,5.0,3.3285562992095947
805,195,3.0,3.729264497756958
407,194,4.0,3.9064624309539795
90,1101,4.0,3.6264803409576416
901,1049,3.0,2.4425461292266846
56,391,3.0,2.942065477371216
43,203,4.0,4.034394264221191
551,761,1.0,3.302485704421997
417,364,3.0,2.3869900703430176
230,621,2.0,2.892395496368408
846,1297,3.0,2.6270015239715576
455,214,3.0,3.154356002807617
409,1392,1.0,1.4058727025985718
374,931,3.0,1.9880695343017578
892,173,5.0,4.122292518615723
590,276,4.0,3.8309221267700195
897,566,2.0,3.6751770973205566
269,710,1.0,3.5864815711975098
62,9,4.0,3.8488430976867676
352,181,4.0,4.052380561828613
551,13,1.0,3.43870210647583
833,589,5.0,4.334712982177734
295,1297,4.0,2.6274805068969727
216,7,5.0,3.8444135189056396
334,95,3.0,3.7960941791534424
268,1041,1.0,2.8619091510772705
455,515,4.0,4.007832050323486
778,262,4.0,3.824181318283081
234,88,3.0,3.409222364425659
311,621,4.0,2.89243483543396
110,722,3.0,2.973355531692505
299,727,4.0,3.332247257232666
548,1011,2.0,3.4333174228668213
843,258,4.0,3.7162575721740723
437,283,1.0,3.8110289573669434
393,62,4.0,3.2352089881896973
257,289,4.0,2.9528696537017822
174,100,5.0,3.7127881050109863
157,1283,2.0,2.953101873397827
345,44,3.0,3.4520912170410156
933,231,1.0,2.8982748985290527
90,259,2.0,2.6657421588897705
710,56,5.0,4.082785129547119
733,293,4.0,3.705009698867798
419,28,3.0,3.977849006652832
934,154,3.0,3.8013455867767334
507,316,5.0,4.403079509735107
664,484,5.0,4.1525750160217285
276,737,4.0,2.862107515335083
567,293,5.0,3.7050976753234863
828,531,4.0,4.272497653961182
751,367,4.0,3.3913111686706543
504,969,4.0,3.951371431350708
276,334,4.0,3.6775386333465576
846,468,4.0,3.5164191722869873
774,380,2.0,3.2751657962799072
684,98,4.0,4.411703586578369
805,202,2.0,3.7136754989624023
417,47,3.0,3.413574695587158
