user_id,movie_id,rating,cbf_score
868,214,3.0,2.972489775610857
886,172,5.0,3.4561021580229596
823,68,3.0,3.8714406222477606
449,276,5.0,3.678143532725133
59,106,4.0,3.96806745353448
634,1197,4.0,3.2634672621780925
10,700,4.0,3.9361560047836686
543,737,3.0,3.384140534833283
905,1051,2.0,3.192996758354885
450,1115,4.0,3.8198767011755304
463,740,4.0,3.0382976365208805
463,1033,2.0,2.6912136874878683
429,1109,2.0,3.371854680569858
406,234,4.0,3.051626046649874
318,414,4.0,3.7694177604913763
560,1333,3.0,3.297764845425304
429,559,3.0,3.3126242500900402
327,268,4.0,3.2564282143839955
427,990,5.0,4.390848954950783
483,230,5.0,3.1732294618021624
911,428,4.0,3.867185268454128
405,1590,1.0,1.6888697797010046
227,741,3.0,3.542863602898198
870,284,2.0,3.4117521241030517
493,262,3.0,3.8511659729882872
320,11,4.0,3.75588312944228
161,654,3.0,2.3732225577689654
128,1063,2.0,3.6864389819723042
698,50,5.0,3.1577886499532775
125,1,4.0,3.0567155392161056
555,1054,3.0,4.232122250437118
509,309,2.0,2.392959794256417
2,290,3.0,3.7398008947195223
679,69,4.0,3.7562833273032696
880,931,3.0,3.518083011920318
83,28,4.0,3.5510313866910024
880,780,3.0,3.2260060633096015
446,300,3.0,2.7127328457046165
171,346,4.0,3.4844893686719787
6,463,4.0,3.289541681277685
772,272,5.0,3.984096520786132
631,288,3.0,3.2804065698255305
293,419,3.0,3.008903606417401
305,59,3.0,3.4133523188990664
563,233,4.0,4.213279981447304
348,411,4.0,3.8587977206232655
524,301,4.0,3.4564387380971575
693,855,2.0,3.102249139923467
682,202,4.0,3.2620354843976114
427,989,5.0,4.356057145645501
326,397,3.0,3.48196620152696
350,429,4.0,4.1964647482273945
437,466,2.0,2.5000942414434175
291,572,3.0,3.639986256081058
660,797,2.0,2.621318645744356
132,251,4.0,3.8047014364056335
177,12,5.0,3.8025866181704187
42,469,4.0,3.89543073978248
883,435,4.0,3.8869609559002094
843,528,3.0,2.8706523977743252
544,312,2.0,2.944563636131843
935,313,5.0,3.8956244935613547
329,1011,3.0,3.445793801075725
908,56,4.0,3.50569553542034
627,318,5.0,3.4997230895956886
417,118,4.0,3.0394039358872833
622,64,5.0,3.394809349653724
532,915,4.0,4.291650086315098
293,133,3.0,3.0676714607938527
577,55,3.0,3.8165668988882615
303,1511,3.0,3.374943604577328
425,362,3.0,2.732467354055875
896,1183,2.0,2.9294642222383582
85,380,4.0,3.3579333727565133
589,333,5.0,3.3768256860871535
556,209,5.0,4.104220123865279
689,109,5.0,3.9889986437592295
345,333,3.0,3.583795972165581
806,121,4.0,3.661423746177643
391,222,2.0,3.343590636545792
754,117,4.0,3.191993451391613
452,197,5.0,3.3983390895877164
758,43,3.0,3.8024876646853825
663,1324,3.0,3.6646028689472687
533,4,3.0,3.3665802096689306
470,137,3.0,3.8271720615898532
402,7,4.0,3.8940184858334486
411,527,4.0,3.3484772975589014
487,404,4.0,3.6532859885804556
26,222,3.0,2.8929063432726076
379,554,4.0,3.7241745530832135
151,173,5.0,3.969869134734688
222,49,3.0,2.9855396463470583
496,155,1.0,3.400204759237491
200,141,4.0,4.0887213418684265
726,1028,2.0,3.203995328983561
314,218,4.0,3.9100061182899073
64,2,3.0,3.5213094235227906
270,25,5.0,4.2991437266790005
19,325,4.0,3.453072284549104
406,367,4.0,3.2233773672512545
532,938,3.0,3.913405428580292
26,249,2.0,2.998785201481412
578,294,3.0,2.4423815865999927
283,412,5.0,3.984330639420795
13,909,5.0,3.1187759960438193
195,373,3.0,3.0761001130710883
100,344,4.0,3.2157467706715077
279,405,3.0,3.49608409636156
62,286,3.0,3.4176102065495333
90,739,5.0,4.176234777066827
665,33,2.0,3.4587068668645014
531,1316,4.0,3.5897350838462185
109,797,3.0,3.7703027003207934
385,191,2.0,3.49393849084706
207,631,2.0,3.174570474085108
782,1609,1.0,2.806712257376919
537,70,4.0,2.8685215082628828
552,932,3.0,3.110005794736178
62,14,4.0,3.49068211231936
11,399,3.0,3.3729537869810042
339,276,4.0,4.081219830668413
255,569,1.0,2.726587818667308
336,13,3.0,2.8875576760099357
633,651,3.0,3.3882437633871354
160,117,4.0,3.8282055596393096
316,180,4.0,4.034495272134785
416,301,5.0,3.6253057268702467
754,292,3.0,3.5052177003888954
488,845,3.0,3.0921867099353593
380,1404,2.0,2.970357731438163
188,118,3.0,3.7706097361668305
394,578,2.0,3.692117124780893
152,241,4.0,4.379880336838153
929,172,4.0,3.826049948141029
387,192,5.0,3.5323939161874636
833,1210,1.0,2.901953867725861
116,343,2.0,2.842621733677328
504,623,3.0,3.47575923963421
447,27,3.0,3.4433790397018047
654,258,4.0,3.569590231909867
653,521,4.0,2.8984083733411
385,474,5.0,3.2392710964659983
815,524,4.0,3.872072255785313
520,690,5.0,3.5206297128823856
868,158,1.0,3.1342737316896536
645,59,5.0,4.47546294522405
798,993,3.0,3.421489198166327
449,285,5.0,3.6209314834050863
193,508,4.0,3.4263817868777777
771,768,4.0,4.163041538289221
176,293,5.0,3.884606592085088
585,923,5.0,3.45942428209196
396,323,4.0,3.3795338896586204
328,736,3.0,3.662880968857024
385,874,3.0,3.4358697863871046
617,134,3.0,2.467110606389833
653,211,1.0,2.4901541027054517
184,529,4.0,3.9042553710149415
763,879,3.0,3.884382274650269
638,29,2.0,3.4607004606141607
54,340,4.0,3.9103505918899124
22,154,4.0,2.885372470077392
591,508,4.0,3.8952524067443113
846,396,5.0,3.6697116836737926
393,1244,3.0,3.425226331560741
577,739,3.0,3.9955704644097794
515,1430,3.0,2.997465981065485
406,357,4.0,3.625969381139051
666,111,3.0,3.5374738206015346
883,922,5.0,3.8840118547829285
345,12,5.0,3.47703305219396
6,519,5.0,3.3032762973597842
561,64,3.0,3.052707732258525
883,732,3.0,3.6769383114066434
567,527,3.0,3.8787358801838274
617,567,2.0,2.4700572240593246
85,482,4.0,3.6537470082536765
164,333,5.0,4.1591479338690815
40,303,4.0,2.8573036083709553
937,137,3.0,3.488115547710761
405,656,1.0,1.906478249157949
456,238,4.0,3.287706177236091
655,912,3.0,2.812074543027254
223,620,2.0,2.5823996029188225
560,845,3.0,3.0725615077472073
337,222,5.0,3.730200058955286
461,255,2.0,2.8342606156323717
344,313,3.0,3.5156114336485578
878,474,5.0,3.138860355509949
892,229,3.0,4.085446120154173
601,178,4.0,2.91609509427356
734,294,1.0,3.7905492109600396
641,203,4.0,3.5312625
334,1198,3.0,3.706410048379171
72,476,4.0,3.7292269966670424
255,860,2.0,2.42827576016249
429,288,3.0,3.312909989761279
645,513,5.0,3.9492933285747642
342,724,1.0,3.1841184963238853
344,562,2.0,3.5946859255499843
230,51,4.0,3.979870013385417
405,1274,1.0,1.9580239723710597
541,622,3.0,3.7050687979074404
790,226,3.0,3.1589943257244193
456,959,4.0,3.220339952417322
281,301,3.0,3.1985271698669635
551,447,5.0,3.7603312495162315
833,1353,3.0,2.8479601698813015
442,68,3.0,3.0581574881325793
468,275,4.0,3.8859138147994368
846,565,2.0,3.9077253513998302
159,286,1.0,3.69963458771596
856,307,4.0,3.24436191081312
325,517,4.0,3.4134519747385337
363,443,4.0,3.0828423270463166
693,127,4.0,3.074982875490597
502,261,2.0,2.924127992117653
542,90,4.0,3.2131555534735528
682,683,2.0,2.963198957751111
833,435,2.0,3.0616118318678365
405,1078,1.0,1.9826045445202352
138,602,4.0,4.075538184577388
858,9,5.0,3.236054844835091
797,948,1.0,2.942545809967957
503,385,1.0,4.0950586479470985
643,154,4.0,3.9326630483404332
886,1048,4.0,3.3970070907827905
774,82,2.0,2.109998271605939
82,9,4.0,3.041132321044352
328,689,5.0,3.431974527203554
721,199,4.0,3.7621410969866695
267,475,5.0,3.7935419927931684
327,89,4.0,3.103274689887554
651,268,2.0,3.4908374974134424
378,300,4.0,3.25776007819726
99,402,4.0,3.4309438062415603
486,281,3.0,2.8619262074486165
843,441,2.0,2.8680350450152106
56,1092,3.0,3.4609269883592084
892,661,5.0,3.8936146214226395
201,679,3.0,2.830457765390217
916,70,4.0,3.4207444885918252
679,751,5.0,3.6110373222239334
859,475,4.0,3.7926448146882636
7,480,4.0,3.924780213721367
690,80,3.0,3.148331928865039
250,153,2.0,3.7759452194449867
728,100,5.0,3.6140184199461785
269,715,4.0,2.9358819211128186
588,552,1.0,3.747394775448634
151,792,4.0,3.8445729303301848
188,218,5.0,4.204864086447706
903,708,4.0,4.195867216280064
178,480,3.0,3.520511047054403
554,15,4.0,3.4056194788714516
773,145,3.0,2.9980178766743633
293,188,3.0,3.021778991857195
249,408,5.0,4.056954071306957
35,328,3.0,3.1363614410819487
64,284,4.0,3.4860486612354284
1,233,2.0,3.3690231138328848
763,96,2.0,3.737209024574841
545,182,3.0,3.35446394647584
153,568,4.0,2.456937926654998
59,582,4.0,3.906495111705364
870,302,4.0,3.4757231222233775
339,188,4.0,4.021856272645963
536,493,4.0,3.677107798724713
518,1114,2.0,3.53244426040662
698,294,4.0,3.135212379349415
1,159,3.0,3.628918289010363
524,1074,2.0,3.441506415737015
125,478,4.0,3.3624529822751796
28,117,4.0,3.7180436232275813
805,554,1.0,3.2262405957023947
303,574,1.0,3.3845997231278484
913,83,4.0,3.4965390412118884
823,1070,4.0,4.023629422518876
140,258,3.0,3.3333142587372393
904,9,4.0,3.826686825764595
378,241,4.0,3.5026337929881177
549,181,4.0,3.644988210457731
60,609,3.0,3.9709548092669253
387,93,5.0,3.3792438365535946
771,216,5.0,3.9345636289001527
94,94,2.0,3.408778701006335
328,692,4.0,3.4768130707799823
561,273,5.0,2.927464735138648
405,1055,3.0,1.7065981407667836
152,411,4.0,4.274945402773203
276,1074,3.0,3.3015755543458845
829,529,4.0,3.3738464868141986
864,11,5.0,3.8252353121276617
537,273,3.0,2.6777495143970387
42,403,3.0,3.992601598807648
498,423,3.0,3.157587961336038
13,50,5.0,3.218825610091873
757,576,3.0,3.3317521579263745
305,143,3.0,3.5532986562982303
507,345,5.0,4.682221565198066
798,746,4.0,3.2594505606395403
450,483,3.0,4.007833620125374
435,413,2.0,3.133347634884606
542,775,2.0,3.3813906544288392
663,763,5.0,3.3766022739110952
234,502,4.0,3.290732767060946
588,423,3.0,3.7442083303741147
256,181,4.0,4.000266284422864
387,210,4.0,3.300722512040388
771,496,5.0,3.354211954141297
661,298,3.0,4.0751147856421746
145,685,4.0,3.3869829605341746
839,1,4.0,2.8178770701277323
566,89,4.0,2.9394178303190563
312,100,4.0,4.45298024368984
249,114,5.0,3.9305160294595076
450,588,4.0,3.834591009256692
497,183,4.0,3.168064755354924
110,808,2.0,3.1099798433114194
817,328,4.0,3.4604197211699685
255,826,1.0,2.0839847480925338
932,613,4.0,4.159780454588631
224,239,4.0,2.9050741437543905
880,55,3.0,3.6487696439506467
234,241,2.0,3.1580320340595844
889,944,3.0,3.3967735402583292
97,28,5.0,4.166538000688156
417,373,3.0,2.99278545219738
119,12,3.0,3.8966684022413847
805,1065,5.0,3.4136135863536587
393,67,3.0,3.154454680724621
524,32,4.0,3.2875598701533675
163,234,3.0,3.2188376318757874
774,217,2.0,1.7816609372818841
746,128,3.0,3.4887015425472088
6,64,4.0,3.5554387620997407
682,241,4.0,3.3794643122968275
304,111,3.0,3.2947181111007335
283,1009,3.0,3.8714724634710462
536,181,5.0,3.958780405079569
942,234,4.0,3.8924825589806145
878,949,3.0,3.1982082198464674
94,172,4.0,3.6234533824836683
638,172,4.0,3.6799230519711688
153,323,2.0,2.2078220108170252
445,744,2.0,1.5929185606671061
178,298,2.0,3.5425318245053807
18,153,4.0,3.7570633925020642
303,1224,2.0,3.4226890438082798
840,183,5.0,3.889154869005109
766,175,3.0,3.435335191676529
425,2,2.0,2.909727119956349
663,876,3.0,3.4106336062957623
918,89,5.0,2.9542278350131936
286,53,2.0,3.7246883163067865
194,739,3.0,2.857690059379321
484,625,4.0,3.7253335038153557
877,451,4.0,3.6165834703173005
21,596,3.0,2.543469130480092
894,1010,4.0,3.635990579604822
741,732,4.0,3.185580252626665
896,96,5.0,3.0314587032114924
708,846,2.0,3.451357136329658
682,797,2.0,3.2902966056945075
174,14,5.0,4.31502001217135
279,25,5.0,3.3617566489899384
230,204,4.0,3.7955205516933725
606,393,4.0,3.9737482101297905
715,216,4.0,3.2867342121349745
537,495,2.0,2.6906566104886624
64,433,2.0,3.7309458913042883
18,494,3.0,3.7483890546439675
796,236,4.0,3.388826633261313
505,210,4.0,3.6956303317866808
144,298,3.0,3.434729224144373
942,484,5.0,4.196695729324447
430,222,4.0,3.453192134926542
103,234,3.0,3.529051087337451
798,204,4.0,3.2600810508482887
846,431,5.0,3.7014616451390903
880,172,5.0,3.555892713240695
747,705,5.0,4.047988351027122
826,1110,4.0,3.824816403468448
765,286,5.0,4.027080438315133
454,487,4.0,3.009304355935105
639,427,4.0,3.148517811079039
234,228,3.0,3.038672178183965
617,606,3.0,2.9143623325851657
231,289,4.0,4.1040814937854595
805,65,3.0,3.414073829133608
848,1065,2.0,4.44184180160163
836,170,5.0,3.9507145858042882
311,750,5.0,3.863691403265308
625,166,3.0,3.4209554435226717
269,170,2.0,2.8605967516122326
499,198,5.0,3.7355585017170716
394,73,3.0,3.7214171867187025
727,328,4.0,3.0744122601286605
498,187,4.0,3.271921065060249
87,144,4.0,3.804314950105362
327,265,2.0,3.1526262813322394
314,1210,4.0,3.7495127918265485
747,180,5.0,4.354931836216963
795,1110,3.0,3.293607319895915
405,642,1.0,1.8439980246651921
18,965,4.0,3.601179237421431
600,720,3.0,3.4335028586863086
894,1007,3.0,3.4934298083127158
758,31,3.0,3.874506907634808
357,123,4.0,4.019217201385536
401,451,2.0,3.0736156271949
417,135,3.0,3.060197308690108
20,50,3.0,3.3908924291735154
345,51,5.0,3.616381294485837
532,1136,2.0,4.036590885830398
458,190,4.0,3.6176030151079277
292,190,5.0,4.385227047861253
87,62,5.0,3.899169736539348
318,49,3.0,3.661546563701283
726,763,2.0,3.3297761726479296
484,82,4.0,3.94585933981374
99,274,1.0,3.334984541928392
174,151,3.0,3.2442904971187767
828,1597,3.0,2.755139448656074
647,29,4.0,3.880517885051302
437,1211,4.0,3.5660922839285925
62,283,4.0,3.317560311091295
727,775,4.0,3.1534661321769644
389,526,3.0,3.786437207075823
848,655,4.0,4.4513180667630685
111,301,4.0,3.2554150883536375
592,631,3.0,3.911012419072053
295,86,5.0,4.366325304197793
405,143,5.0,1.934231589811577
314,196,3.0,3.696967500387901
325,93,4.0,3.2871508106474363
279,1093,4.0,3.2455470269730355
7,174,5.0,3.8893154684347286
562,197,4.0,3.8296776578028027
342,301,5.0,3.0632190669319863
58,433,5.0,3.819607949881638
630,1197,3.0,3.342630890674284
711,315,4.0,3.834196834607895
10,285,5.0,4.184099990777607
854,628,2.0,3.127464228580595
311,539,4.0,3.6310073001622243
314,812,4.0,3.9617647087285923
498,410,3.0,3.187238879344317
805,259,1.0,3.243706225874306
600,550,4.0,3.458362077502289
160,160,5.0,4.158775996682409
223,1,4.0,3.3611294353580674
257,936,4.0,4.174596623651565
561,639,3.0,3.018743373970955
891,866,5.0,3.9872170035229635
389,663,4.0,3.428845773071386
682,56,4.0,3.2838224291840468
409,654,3.0,3.9907929879082182
181,20,1.0,1.5763382843077685
693,576,2.0,2.9542029514376296
142,346,5.0,2.764789788254288
293,583,3.0,3.039105767353009
653,188,5.0,2.957777735758119
487,794,5.0,3.7020995971074036
577,402,4.0,3.8874888764516355
645,673,3.0,4.184872727215177
864,134,5.0,3.8941192290631377
593,15,4.0,3.3296074764718475
108,515,5.0,3.49331289430236
117,758,2.0,4.027556195636911
774,91,1.0,1.8511767538609418
125,22,5.0,3.8024001181951945
23,652,4.0,3.756551593998311
823,176,4.0,3.997607523954084
497,774,4.0,3.009001649599331
622,1216,4.0,3.287292984808104
1,238,4.0,3.6017047730922434
345,535,3.0,3.6061082521858387
279,434,4.0,3.640692566548224
425,161,3.0,2.9494896339315075
424,882,3.0,3.4505987851416298
391,490,4.0,3.5081237282157693
881,218,4.0,3.6191937486803236
682,117,4.0,3.1703360174514605
690,94,4.0,2.8805206270850845
870,939,3.0,3.4119808974864285
226,14,5.0,3.4772684923682124
348,240,3.0,3.737376508985601
240,302,5.0,3.540785844466767
635,269,5.0,3.3568915795831087
721,735,4.0,3.415043857296294
798,367,3.0,3.2380264977422586
682,687,2.0,3.1518874022878154
222,685,4.0,3.122733156639204
524,1044,4.0,3.4010712654500463
891,117,3.0,4.035552651614313
634,756,3.0,3.3020393496150993
463,477,2.0,2.505503323205192
410,300,3.0,3.001331263886318
721,435,4.0,3.641629962737016
442,559,2.0,3.10702098011836
145,974,1.0,3.3353829842964453
73,127,5.0,4.138445297251043
293,50,5.0,2.9384578753455566
295,132,5.0,4.265258164563033
178,282,3.0,3.6877923593363127
216,196,5.0,4.014056106273373
77,455,3.0,3.4322470501827835
595,1264,2.0,3.513417000587353
654,144,5.0,3.8092214636735324
401,237,3.0,3.180957904935229
650,620,2.0,3.237047092139555
377,338,3.0,3.820265063602705
648,219,4.0,3.415119762208753
85,154,4.0,3.623610999380442
848,204,5.0,4.472225858188525
629,172,5.0,4.210714212517491
286,390,1.0,3.6520214558741864
178,845,4.0,3.4456625096537272
493,754,3.0,3.778172788409084
450,559,3.0,3.8240855397719127
69,237,3.0,3.948570468701098
176,240,4.0,3.6786035724569857
387,193,5.0,3.4484549451125646
653,229,3.0,3.087764996630314
629,7,2.0,4.00975614414767
312,847,3.0,4.398910195241128
694,482,5.0,4.147640473063731
303,70,4.0,3.3659383964444167
805,180,3.0,3.5083069622770457
719,509,2.0,3.378523587050166
276,294,4.0,3.485183902588648
632,172,5.0,3.915771793886124
843,739,2.0,2.5262578170450056
151,499,5.0,4.062110113708144
886,182,4.0,3.482201180750173
894,244,4.0,3.5374556159252615
230,926,3.0,3.6725031953213594
500,42,5.0,3.3610125655326546
151,121,5.0,3.9809732912151126
589,332,4.0,3.215459485662743
1,100,5.0,3.7250638061782855
463,930,1.0,2.7769816140978283
807,1615,4.0,3.8013430466012514
610,352,1.0,3.6384973308809183
741,724,4.0,3.429565578751052
215,218,3.0,3.936680659778879
294,682,3.0,3.381266174412967
112,754,4.0,3.7229207946009604
479,931,2.0,3.3106403718860293
330,427,5.0,4.7483870576200395
18,393,3.0,3.7231335412886284
219,855,5.0,3.4008226148690697
435,153,3.0,3.3301041042966224
38,153,5.0,3.7544279172912307
262,338,4.0,3.1787185253800634
279,577,1.0,3.4868324120041283
838,24,4.0,4.205439845633988
921,96,4.0,3.559744180575469
406,651,3.0,3.6036186123695075
655,1629,3.0,2.850580932821423
311,218,4.0,3.8555094875272657
373,596,3.0,4.058132539628353
661,272,4.0,3.719233807883587
109,810,3.0,3.598782546275165
189,131,4.0,3.9667708899435032
318,255,4.0,3.6124267917713073
820,289,2.0,3.659491512977763
587,312,2.0,3.1670845286057334
49,42,4.0,2.6869661868279002
622,212,3.0,3.6372392376385405
70,208,4.0,3.4827122899505336
51,182,3.0,3.7755666763527826
244,528,3.0,3.7813618463066847
642,174,5.0,3.6495416077842284
474,696,3.0,4.111137580353706
932,99,4.0,3.9822721432497676
655,1640,3.0,2.8769587518484236
289,147,3.0,3.066614922032461
342,276,3.0,3.1746036892164877
758,892,2.0,3.6945646745997855
279,219,2.0,3.6019196200293435
115,443,4.0,3.914300799831402
116,479,4.0,2.6166970592751198
476,386,2.0,3.136602022263063
881,195,4.0,3.554071471816654
463,271,1.0,2.997285290039703
350,190,4.0,4.169225521236535
826,332,3.0,3.947339485168741
239,89,4.0,4.476635687761327
456,109,3.0,3.383981580278462
417,40,3.0,3.0864350546638635
357,1095,3.0,4.053492987997015
846,542,3.0,3.5445311778787607
426,526,4.0,4.088403921531204
102,810,2.0,2.5819450528182992
669,64,4.0,3.179647946379144
487,204,4.0,3.6945626848048936
882,225,5.0,3.620761773766207
542,625,3.0,3.419236101584584
796,859,2.0,3.537343180947035
57,1001,1.0,3.412039623511647
790,282,4.0,3.1698170822226555
401,83,4.0,3.2448680138117267
140,268,4.0,3.331794590783329
938,358,4.0,3.4163374790860566
373,729,4.0,3.7024199594544633
650,525,3.0,3.45536087948491
200,1228,4.0,4.047102040204654
439,100,3.0,3.5995659179035933
92,376,3.0,3.223655270300031
682,352,1.0,3.034372229031903
323,150,4.0,3.330311715817733
181,995,1.0,1.3872444049635833
871,22,5.0,3.508488877707273
276,941,3.0,3.333501254540049
480,114,4.0,3.865423603947056
508,88,3.0,3.967176163006742
122,187,4.0,4.19640544102752
897,208,5.0,4.1328533287848135
102,686,3.0,2.56466474573104
457,483,5.0,4.277300858177819
751,238,3.0,3.5154754901970446
308,174,4.0,3.6059552860928084
733,744,4.0,3.0891029379676094
537,357,4.0,2.940041730305248
299,522,3.0,3.5253442604068344
7,187,4.0,3.945367715293315
537,90,1.0,2.826113841397915
269,705,2.0,2.7943514213002083
279,976,3.0,3.519723730264582
705,399,5.0,3.7499333949708973
83,174,5.0,3.4237480883879914
578,1264,3.0,2.0732443053791405
561,676,3.0,3.0041456349760973
603,174,3.0,3.7885749315439607
90,971,4.0,4.2199175015676
846,70,4.0,3.6515170430775803
758,311,4.0,3.7957360956930195
897,82,5.0,4.107824824290118
207,529,4.0,3.20142247810705
801,307,4.0,4.0349222711748105
305,172,4.0,3.271188341450282
617,774,1.0,2.4835155690099815
784,260,4.0,3.678763639804651
234,486,3.0,3.2063217647136693
481,780,1.0,3.8430329502000484
271,318,5.0,3.9036805611756917
428,259,4.0,3.986128859400803
92,238,5.0,3.0213241023118287
6,306,4.0,3.4489523904535844
244,629,4.0,3.798405404569881
693,234,2.0,2.944078372153703
279,92,4.0,3.203741126266799
717,50,4.0,3.19958857924461
602,343,2.0,3.795065251699466
927,819,3.0,3.599102973664551
326,86,2.0,3.501559796956049
181,1137,1.0,1.6212676979466403
588,272,5.0,3.87234927287216
232,638,5.0,3.9514319700280165
44,190,5.0,3.6146979103507046
87,1028,4.0,3.716512311834422
305,690,4.0,3.134451820880765
269,716,4.0,2.952003289829733
932,502,4.0,4.242392373544933
293,12,4.0,3.005747894339394
893,290,3.0,2.997383744862661
450,278,5.0,3.89293275721108
805,195,3.0,3.3287578144205456
407,194,4.0,3.4996171011997577
90,1101,4.0,4.221471562145517
901,1049,3.0,3.6340774000193323
56,391,3.0,3.730691130172835
43,203,4.0,3.6217920864094246
551,761,1.0,3.776569996624435
417,364,3.0,3.1585041481185785
230,621,2.0,3.985987634712397
846,1297,3.0,3.5859877781233838
455,214,3.0,3.6671815301489596
409,1392,1.0,3.2483225792786734
374,931,3.0,3.3736038497712024
892,173,5.0,3.8980761901794994
590,276,4.0,3.6193483946566656
897,566,2.0,4.173075632066173
269,710,1.0,2.977803158293335
62,9,4.0,3.3418038149371294
352,181,4.0,3.6838283435068018
551,13,1.0,3.4813097259214185
833,589,5.0,3.260194884109969
295,1297,4.0,4.3992037195891935
216,7,5.0,3.822849266731267
334,95,3.0,3.435633037807979
268,1041,1.0,2.901232547405954
455,515,4.0,3.6463044004915957
778,262,4.0,3.02828212271853
234,88,3.0,3.054577619533047
311,621,4.0,3.82344054093964
110,722,3.0,2.9805449863115645
299,727,4.0,3.46178541089494
548,1011,2.0,3.7186058905758492
843,258,4.0,3.2624139792767437
437,283,1.0,3.565219532229001
393,62,4.0,3.3640828961567384
257,289,4.0,4.107573916134659
174,100,5.0,3.923452357670044
157,1283,2.0,3.798264721070165
345,44,3.0,3.489155975900665
933,231,1.0,2.4201738958666112
90,259,2.0,4.137260977479587
710,56,5.0,3.8492021339890625
733,293,4.0,3.0838720963140407
419,28,3.0,4.382638905979538
934,154,3.0,3.5627186832950075
507,316,5.0,4.68222156346525
664,484,5.0,4.145998595868095
276,737,4.0,3.3015755509598863
567,293,5.0,3.8734581646611854
828,531,4.0,3.0405096934722726
751,367,4.0,3.443497522658243
504,969,4.0,3.594055093595981
276,334,4.0,3.5135043020944257
846,468,4.0,3.566455324553108
774,380,2.0,2.2117040657105766
684,98,4.0,3.3780126273716693
