user_id,movie_id,rating,ncf_score
747,844,4.0,3.678722620010376
526,298,4.0,3.362760543823242
667,182,5.0,4.063168525695801
717,125,4.0,3.827343225479126
49,919,5.0,2.9630048274993896
592,1281,3.0,3.282506227493286
330,195,3.0,4.906035900115967
189,381,3.0,3.8659656047821045
83,845,3.0,3.5719194412231445
904,762,2.0,3.6143476963043213
705,97,3.0,3.8900110721588135
846,1210,2.0,2.879772901535034
851,1059,3.0,3.0296459197998047
764,9,4.0,4.025825500488281
868,214,3.0,2.8120555877685547
886,172,5.0,4.0079803466796875
823,68,3.0,3.6333937644958496
449,276,5.0,3.917778491973877
59,106,4.0,3.177910327911377
634,1197,4.0,3.5472981929779053
10,700,4.0,2.5244452953338623
543,737,3.0,2.8359735012054443
905,1051,2.0,2.9339964389801025
450,1115,4.0,3.941973924636841
463,740,4.0,3.0150487422943115
463,1033,2.0,2.291937828063965
429,1109,2.0,3.1983611583709717
406,234,4.0,3.5552072525024414
318,414,4.0,3.846731662750244
560,1333,3.0,1.5816553831100464
429,559,3.0,3.107941150665283
327,268,4.0,3.4829788208007812
427,990,5.0,3.5497548580169678
483,230,5.0,2.7647461891174316
911,428,4.0,3.7940797805786133
405,1590,1.0,0.894245982170105
227,741,3.0,3.578939199447632
870,284,2.0,2.9627432823181152
493,262,3.0,4.063356876373291
320,11,4.0,4.294835090637207
161,654,3.0,2.7190942764282227
128,1063,2.0,3.691563367843628
698,50,5.0,3.0893518924713135
125,1,4.0,3.78900408744812
555,1054,3.0,2.4720096588134766
509,309,2.0,2.184518814086914
2,290,3.0,3.247666120529175
679,69,4.0,3.6660547256469727
880,931,3.0,2.2600128650665283
83,28,4.0,3.9951841831207275
880,780,3.0,3.160775661468506
446,300,3.0,2.8979151248931885
171,346,4.0,3.3982462882995605
6,463,4.0,3.596776008605957
772,272,5.0,4.72348690032959
631,288,3.0,3.125627279281616
293,419,3.0,3.1655406951904297
305,59,3.0,3.5927188396453857
563,233,4.0,3.6544137001037598
348,411,4.0,3.4502921104431152
524,301,4.0,3.3059608936309814
693,855,2.0,3.27223801612854
682,202,4.0,3.625957489013672
427,989,5.0,3.6107218265533447
326,397,3.0,2.200305461883545
350,429,4.0,4.362954139709473
437,466,2.0,3.705552101135254
291,572,3.0,3.1180918216705322
660,797,2.0,2.391998291015625
132,251,4.0,4.0144805908203125
177,12,5.0,4.212197780609131
42,469,4.0,4.063452243804932
883,435,4.0,4.170473575592041
843,528,3.0,3.203719139099121
544,312,2.0,2.610180616378784
935,313,5.0,4.613597869873047
329,1011,3.0,3.009209394454956
908,56,4.0,3.6637637615203857
627,318,5.0,4.107785701751709
417,118,4.0,3.014575719833374
622,64,5.0,4.389646053314209
532,915,4.0,4.338258266448975
293,133,3.0,3.3160972595214844
577,55,3.0,4.055802345275879
303,1511,3.0,2.0937726497650146
425,362,3.0,2.548288345336914
896,1183,2.0,2.0208616256713867
85,380,4.0,3.1023945808410645
589,333,5.0,3.6790645122528076
556,209,5.0,4.264338493347168
689,109,5.0,3.8275673389434814
345,333,3.0,3.735372543334961
806,121,4.0,3.436997890472412
391,222,2.0,3.5039546489715576
754,117,4.0,3.583167552947998
452,197,5.0,3.8319265842437744
758,43,3.0,3.406536817550659
663,1324,3.0,1.9632906913757324
533,4,3.0,3.2912518978118896
470,137,3.0,3.8541367053985596
402,7,4.0,3.849947452545166
411,527,4.0,4.140864372253418
487,404,4.0,3.7679786682128906
26,222,3.0,3.1308507919311523
379,554,4.0,2.988506317138672
151,173,5.0,4.491161346435547
222,49,3.0,3.097210645675659
496,155,1.0,2.556230306625366
200,141,4.0,4.045934677124023
726,1028,2.0,2.6611785888671875
314,218,4.0,3.992950677871704
64,2,3.0,3.099569320678711
270,25,5.0,4.093410491943359
19,325,4.0,2.4825427532196045
406,367,4.0,3.3270764350891113
532,938,3.0,3.7307848930358887
26,249,2.0,2.7905163764953613
578,294,3.0,2.2607479095458984
283,412,5.0,2.726083278656006
13,909,5.0,3.2194182872772217
195,373,3.0,2.8332772254943848
100,344,4.0,3.4745020866394043
279,405,3.0,3.327291250228882
62,286,3.0,3.420625686645508
90,739,5.0,3.7766671180725098
665,33,2.0,3.309370756149292
531,1316,4.0,1.9505695104599
109,797,3.0,3.1066136360168457
385,191,2.0,3.771268367767334
207,631,2.0,3.2866737842559814
782,1609,1.0,1.3031105995178223
537,70,4.0,3.0221261978149414
552,932,3.0,2.6509013175964355
62,14,4.0,3.8429739475250244
11,399,3.0,3.311570405960083
339,276,4.0,4.067562103271484
255,569,1.0,2.4104084968566895
336,13,3.0,3.3073718547821045
633,651,3.0,3.5788002014160156
160,117,4.0,3.934656858444214
316,180,4.0,3.5740966796875
416,301,5.0,3.7460906505584717
754,292,3.0,3.6779189109802246
488,845,3.0,3.098423719406128
380,1404,2.0,2.502293109893799
188,118,3.0,3.304243326187134
394,578,2.0,3.6173062324523926
152,241,4.0,4.455874919891357
929,172,4.0,3.8594884872436523
387,192,5.0,3.8276758193969727
833,1210,1.0,2.3428962230682373
116,343,2.0,2.777566909790039
504,623,3.0,2.9936447143554688
447,27,3.0,3.237825393676758
654,258,4.0,3.9442391395568848
653,521,4.0,3.0408339500427246
385,474,5.0,3.8797447681427
815,524,4.0,4.1450347900390625
520,690,5.0,3.0656144618988037
868,158,1.0,2.1490378379821777
645,59,5.0,4.264379501342773
798,993,3.0,3.485269546508789
449,285,5.0,4.490527153015137
193,508,4.0,3.4806950092315674
771,768,4.0,2.823726177215576
176,293,5.0,3.943532705307007
585,923,5.0,4.4317121505737305
396,323,4.0,3.1901252269744873
328,736,3.0,3.895167112350464
385,874,3.0,2.970986843109131
617,134,3.0,3.2168936729431152
653,211,1.0,3.051809310913086
184,529,4.0,3.9576566219329834
763,879,3.0,3.4202520847320557
638,29,2.0,2.5551273822784424
54,340,4.0,4.0120768547058105
22,154,4.0,3.8716022968292236
591,508,4.0,3.559924840927124
846,396,5.0,3.006298303604126
393,1244,3.0,3.003361225128174
577,739,3.0,3.6889679431915283
515,1430,3.0,1.2344801425933838
406,357,4.0,4.110960483551025
666,111,3.0,3.3178956508636475
883,922,5.0,4.078760147094727
345,12,5.0,4.570410251617432
6,519,5.0,3.8234167098999023
561,64,3.0,3.7354178428649902
883,732,3.0,3.9006290435791016
567,527,3.0,4.128467082977295
617,567,2.0,2.1109561920166016
85,482,4.0,3.8459370136260986
164,333,5.0,4.48032283782959
40,303,4.0,2.951362371444702
937,137,3.0,3.4638893604278564
405,656,1.0,2.421234369277954
456,238,4.0,3.7182650566101074
655,912,3.0,2.2447454929351807
223,620,2.0,2.832789897918701
560,845,3.0,3.3794965744018555
337,222,5.0,3.9326319694519043
461,255,2.0,2.6425421237945557
344,313,3.0,4.383758544921875
878,474,5.0,3.7094886302948
892,229,3.0,3.4375593662261963
601,178,4.0,3.849033832550049
734,294,1.0,2.958500385284424
641,203,4.0,4.076601982116699
334,1198,3.0,2.3043980598449707
72,476,4.0,2.853973388671875
255,860,2.0,1.9729957580566406
429,288,3.0,3.3831586837768555
645,513,5.0,4.61490535736084
342,724,1.0,3.31827449798584
344,562,2.0,3.2324562072753906
230,51,4.0,3.5618886947631836
405,1274,1.0,1.089695692062378
541,622,3.0,3.555521011352539
790,226,3.0,3.175575017929077
456,959,4.0,3.4240641593933105
281,301,3.0,3.1057517528533936
551,447,5.0,4.018759727478027
833,1353,3.0,1.7153183221817017
442,68,3.0,3.0626015663146973
468,275,4.0,4.333966255187988
846,565,2.0,2.7925002574920654
159,286,1.0,3.982703924179077
856,307,4.0,3.256564140319824
325,517,4.0,3.4660916328430176
363,443,4.0,3.417372703552246
693,127,4.0,3.6396052837371826
502,261,2.0,2.580274820327759
542,90,4.0,2.8548126220703125
682,683,2.0,2.494638442993164
833,435,2.0,3.534193515777588
405,1078,1.0,1.720788598060608
138,602,4.0,3.988471031188965
858,9,5.0,3.394428014755249
797,948,1.0,1.8812850713729858
503,385,1.0,3.9219391345977783
643,154,4.0,3.952782154083252
886,1048,4.0,2.8661961555480957
774,82,2.0,2.3682034015655518
82,9,4.0,3.410740852355957
328,689,5.0,3.190812349319458
721,199,4.0,4.256546497344971
267,475,5.0,4.408295631408691
327,89,4.0,3.7506556510925293
651,268,2.0,3.5698046684265137
378,300,4.0,3.5370266437530518
99,402,4.0,3.492098093032837
486,281,3.0,2.8226027488708496
843,441,2.0,1.9884693622589111
56,1092,3.0,2.35085129737854
892,661,5.0,4.568221092224121
201,679,3.0,2.6728951930999756
916,70,4.0,3.524212598800659
679,751,5.0,3.2841875553131104
859,475,4.0,4.47537088394165
7,480,4.0,4.900403022766113
690,80,3.0,2.6089396476745605
250,153,2.0,4.221004486083984
728,100,5.0,4.069669723510742
269,715,4.0,2.8863203525543213
588,552,1.0,3.0485970973968506
151,792,4.0,4.116788864135742
188,218,5.0,3.572042226791382
903,708,4.0,3.7092530727386475
178,480,3.0,4.505601406097412
554,15,4.0,3.731919527053833
773,145,3.0,2.263334274291992
293,188,3.0,3.2084052562713623
249,408,5.0,5.026114463806152
35,328,3.0,3.096505880355835
64,284,4.0,3.0173168182373047
1,233,2.0,3.5240910053253174
763,96,2.0,4.135571002960205
545,182,3.0,4.188371181488037
153,568,4.0,2.5186350345611572
59,582,4.0,4.169663429260254
870,302,4.0,4.153776168823242
339,188,4.0,4.093986511230469
536,493,4.0,4.477367401123047
518,1114,2.0,2.9256863594055176
698,294,4.0,2.232388496398926
1,159,3.0,3.4798641204833984
524,1074,2.0,2.865290641784668
125,478,4.0,3.971022129058838
28,117,4.0,3.7417125701904297
805,554,1.0,2.7299041748046875
303,574,1.0,2.420057773590088
913,83,4.0,3.7095086574554443
823,1070,4.0,3.996943473815918
140,258,3.0,3.647855758666992
904,9,4.0,4.065403938293457
378,241,4.0,3.6477506160736084
549,181,4.0,4.090941905975342
60,609,3.0,3.6644396781921387
387,93,5.0,3.542766809463501
771,216,5.0,3.7275681495666504
94,94,2.0,3.3068220615386963
328,692,4.0,3.5821750164031982
561,273,5.0,2.932067394256592
405,1055,3.0,1.7139559984207153
152,411,4.0,3.5267601013183594
276,1074,3.0,3.114335775375366
829,529,4.0,3.6966655254364014
864,11,5.0,4.169589042663574
537,273,3.0,2.7847251892089844
42,403,3.0,3.659496307373047
498,423,3.0,3.3169591426849365
13,50,5.0,4.1022491455078125
757,576,3.0,2.9886634349823
305,143,3.0,3.3504016399383545
507,345,5.0,4.478665828704834
798,746,4.0,3.66721248626709
450,483,3.0,4.9565582275390625
435,413,2.0,2.636173963546753
542,775,2.0,2.5887691974639893
663,763,5.0,3.3177952766418457
234,502,4.0,3.1716184616088867
588,423,3.0,4.130668640136719
256,181,4.0,4.946698188781738
387,210,4.0,3.7063586711883545
771,496,5.0,4.0069780349731445
661,298,3.0,3.949284076690674
145,685,4.0,3.417316436767578
839,1,4.0,3.6402101516723633
566,89,4.0,3.931525468826294
312,100,4.0,4.706779956817627
249,114,5.0,4.990180015563965
450,588,4.0,4.163655757904053
497,183,4.0,3.8481686115264893
110,808,2.0,2.8030049800872803
817,328,4.0,3.3339974880218506
255,826,1.0,2.2345900535583496
932,613,4.0,4.030790328979492
224,239,4.0,3.332345962524414
880,55,3.0,3.908508062362671
234,241,2.0,3.1269593238830566
889,944,3.0,2.9843313694000244
97,28,5.0,4.082484722137451
417,373,3.0,2.8079681396484375
119,12,3.0,4.857326984405518
805,1065,5.0,3.5136661529541016
393,67,3.0,3.103829860687256
524,32,4.0,3.8350307941436768
163,234,3.0,3.07546067237854
774,217,2.0,2.0034914016723633
746,128,3.0,3.427945852279663
6,64,4.0,4.178708553314209
682,241,4.0,3.4814224243164062
304,111,3.0,3.419477939605713
283,1009,3.0,3.919163227081299
536,181,5.0,4.269589900970459
942,234,4.0,4.115748882293701
878,949,3.0,2.7490739822387695
94,172,4.0,4.413681507110596
638,172,4.0,4.095921993255615
153,323,2.0,2.0575263500213623
445,744,2.0,2.064464569091797
178,298,2.0,3.93855619430542
18,153,4.0,3.956653594970703
303,1224,2.0,2.774898052215576
840,183,5.0,4.255984306335449
766,175,3.0,3.492763042449951
425,2,2.0,2.79158878326416
663,876,3.0,2.8385910987854004
918,89,5.0,3.7746872901916504
286,53,2.0,3.1462883949279785
194,739,3.0,2.774261713027954
484,625,4.0,3.6649093627929688
877,451,4.0,3.3261027336120605
21,596,3.0,3.102419853210449
894,1010,4.0,3.531035900115967
741,732,4.0,3.5500497817993164
896,96,5.0,3.5604541301727295
708,846,2.0,3.038938522338867
682,797,2.0,3.078119993209839
174,14,5.0,4.588764190673828
279,25,5.0,3.378040313720703
230,204,4.0,3.9388976097106934
606,393,4.0,3.69299054145813
715,216,4.0,3.7480642795562744
537,495,2.0,2.9453024864196777
64,433,2.0,3.58504581451416
18,494,3.0,4.13734769821167
796,236,4.0,3.647505044937134
505,210,4.0,3.728142738342285
144,298,3.0,3.707435131072998
942,484,5.0,4.674981594085693
430,222,4.0,3.4390506744384766
103,234,3.0,3.575256824493408
798,204,4.0,3.91867995262146
846,431,5.0,3.8132832050323486
880,172,5.0,4.410286903381348
747,705,5.0,4.471333026885986
826,1110,4.0,3.266021490097046
765,286,5.0,3.698347330093384
454,487,4.0,3.2687556743621826
639,427,4.0,3.3411755561828613
234,228,3.0,3.2860896587371826
617,606,3.0,3.0030596256256104
231,289,4.0,2.972039222717285
805,65,3.0,3.5228183269500732
848,1065,2.0,4.06132173538208
836,170,5.0,4.328483581542969
311,750,5.0,4.147517204284668
625,166,3.0,3.669706344604492
269,170,2.0,3.5874581336975098
499,198,5.0,3.9789981842041016
394,73,3.0,3.85953688621521
727,328,4.0,3.2145776748657227
498,187,4.0,3.6026570796966553
87,144,4.0,4.315287113189697
327,265,2.0,3.4631805419921875
314,1210,4.0,3.1022086143493652
747,180,5.0,4.457291603088379
795,1110,3.0,2.7147374153137207
405,642,1.0,2.18471622467041
18,965,4.0,3.4902310371398926
600,720,3.0,3.281646490097046
894,1007,3.0,4.29767370223999
758,31,3.0,4.0331130027771
357,123,4.0,4.162169456481934
401,451,2.0,2.78513765335083
417,135,3.0,3.882452964782715
20,50,3.0,3.745593309402466
345,51,5.0,3.6228792667388916
532,1136,2.0,4.228055953979492
458,190,4.0,4.146521091461182
292,190,5.0,4.700654029846191
87,62,5.0,3.5250906944274902
318,49,3.0,3.4914135932922363
726,763,2.0,2.9188239574432373
484,82,4.0,4.20125675201416
99,274,1.0,3.5273120403289795
174,151,3.0,4.112889289855957
828,1597,3.0,1.7169582843780518
647,29,4.0,2.7286815643310547
437,1211,4.0,3.033918619155884
62,283,4.0,3.5096211433410645
727,775,4.0,2.503380060195923
389,526,3.0,4.094443321228027
848,655,4.0,4.408632278442383
111,301,4.0,2.847862720489502
592,631,3.0,4.1623735427856445
295,86,5.0,4.636397361755371
405,143,5.0,2.3881733417510986
314,196,3.0,4.5597381591796875
325,93,4.0,3.486471652984619
279,1093,4.0,2.9481019973754883
7,174,5.0,4.739727973937988
562,197,4.0,3.857639789581299
342,301,5.0,3.2352588176727295
58,433,5.0,3.7986297607421875
630,1197,3.0,3.326695442199707
711,315,4.0,4.500896453857422
10,285,5.0,4.664501667022705
854,628,2.0,3.1728129386901855
311,539,4.0,2.63352108001709
314,812,4.0,3.337557315826416
498,410,3.0,2.690431594848633
805,259,1.0,2.6447176933288574
600,550,4.0,3.582636594772339
160,160,5.0,3.8514320850372314
223,1,4.0,3.5216453075408936
257,936,4.0,4.384887218475342
561,639,3.0,3.176835060119629
891,866,5.0,3.8296494483947754
389,663,4.0,4.036801815032959
682,56,4.0,3.9877781867980957
409,654,3.0,4.081061363220215
181,20,1.0,1.744608759880066
693,576,2.0,2.5995264053344727
142,346,5.0,3.6686627864837646
293,583,3.0,2.561491012573242
653,188,5.0,2.9187674522399902
487,794,5.0,3.6468939781188965
577,402,4.0,3.826319694519043
645,673,3.0,3.7173867225646973
864,134,5.0,4.6772894859313965
593,15,4.0,3.6617038249969482
108,515,5.0,4.100101947784424
117,758,2.0,1.9931410551071167
774,91,1.0,2.2370848655700684
125,22,5.0,4.061069965362549
23,652,4.0,3.786874771118164
823,176,4.0,4.220021724700928
497,774,4.0,2.8592376708984375
622,1216,4.0,2.3012804985046387
1,238,4.0,4.087647438049316
345,535,3.0,3.2641289234161377
279,434,4.0,3.9269962310791016
425,161,3.0,2.9907546043395996
424,882,3.0,3.4461092948913574
391,490,4.0,3.9281580448150635
881,218,4.0,3.4277021884918213
682,117,4.0,3.583733081817627
690,94,4.0,2.8633604049682617
870,939,3.0,3.3902323246002197
226,14,5.0,3.940019130706787
348,240,3.0,3.3677690029144287
240,302,5.0,4.281170845031738
635,269,5.0,3.85149884223938
721,735,4.0,3.9447360038757324
798,367,3.0,3.4198503494262695
682,687,2.0,2.1667447090148926
222,685,4.0,3.0224175453186035
524,1044,4.0,3.1399171352386475
891,117,3.0,4.3156352043151855
634,756,3.0,2.886151075363159
463,477,2.0,2.702996015548706
410,300,3.0,3.130725145339966
721,435,4.0,3.9941341876983643
442,559,2.0,2.874105215072632
145,974,1.0,3.159092426300049
73,127,5.0,4.2539849281311035
293,50,5.0,3.6066365242004395
295,132,5.0,4.7992939949035645
178,282,3.0,3.8397533893585205
216,196,5.0,4.121571063995361
77,455,3.0,3.1266989707946777
595,1264,2.0,2.476215362548828
654,144,5.0,3.973060369491577
401,237,3.0,3.1201534271240234
650,620,2.0,2.7891430854797363
377,338,3.0,2.9050168991088867
648,219,4.0,3.1985723972320557
85,154,4.0,3.6012301445007324
848,204,5.0,4.403277397155762
629,172,5.0,4.549310684204102
286,390,1.0,2.9157044887542725
178,845,4.0,3.6567721366882324
493,754,3.0,3.6052751541137695
450,559,3.0,3.5067191123962402
69,237,3.0,3.9159677028656006
176,240,4.0,2.890432596206665
387,193,5.0,3.6264052391052246
653,229,3.0,2.4599201679229736
629,7,2.0,4.104738235473633
312,847,3.0,4.50474214553833
694,482,5.0,4.439505100250244
303,70,4.0,3.80464768409729
805,180,3.0,3.9351065158843994
719,509,2.0,3.168792247772217
276,294,4.0,3.354335308074951
632,172,5.0,4.131403923034668
843,739,2.0,2.6392486095428467
151,499,5.0,4.237295627593994
886,182,4.0,3.881023645401001
894,244,4.0,3.4561893939971924
230,926,3.0,2.72015380859375
500,42,5.0,3.6879987716674805
151,121,5.0,3.602550745010376
589,332,4.0,3.6900060176849365
1,100,5.0,4.369853496551514
463,930,1.0,2.3251867294311523
807,1615,4.0,2.9355173110961914
610,352,1.0,1.9642413854599
741,724,4.0,3.3421530723571777
215,218,3.0,3.3768486976623535
294,682,3.0,3.3751347064971924
112,754,4.0,3.5766654014587402
479,931,2.0,2.030518054962158
330,427,5.0,5.33697509765625
18,393,3.0,3.4227309226989746
219,855,5.0,3.7503859996795654
435,153,3.0,3.7433717250823975
38,153,5.0,4.589623928070068
262,338,4.0,2.3148562908172607
279,577,1.0,2.1911821365356445
838,24,4.0,3.741187572479248
921,96,4.0,3.8825745582580566
406,651,3.0,3.919203758239746
655,1629,3.0,1.0513182878494263
311,218,4.0,3.6624157428741455
373,596,3.0,3.527670383453369
661,272,4.0,4.5681891441345215
109,810,3.0,2.9006154537200928
189,131,4.0,4.048038482666016
318,255,4.0,3.4624693393707275
820,289,2.0,2.5818467140197754
587,312,2.0,2.9901819229125977
49,42,4.0,2.967045783996582
622,212,3.0,3.5516881942749023
70,208,4.0,3.8511784076690674
51,182,3.0,3.6238350868225098
244,528,3.0,4.403529644012451
642,174,5.0,4.79612398147583
474,696,3.0,3.328587770462036
932,99,4.0,3.8730814456939697
655,1640,3.0,3.5312625
289,147,3.0,2.996488094329834
342,276,3.0,3.5780222415924072
758,892,2.0,3.1527345180511475
279,219,2.0,3.205697536468506
115,443,4.0,3.849367618560791
116,479,4.0,3.766538619995117
476,386,2.0,2.832202672958374
881,195,4.0,3.8945202827453613
463,271,1.0,2.9433393478393555
350,190,4.0,4.489927291870117
826,332,3.0,3.9957075119018555
239,89,4.0,4.595498085021973
456,109,3.0,3.397299289703369
417,40,3.0,2.7552454471588135
357,1095,3.0,3.36602520942688
846,542,3.0,2.657644748687744
426,526,4.0,3.8433406352996826
102,810,2.0,2.249391555786133
669,64,4.0,3.7721500396728516
487,204,4.0,4.0667829513549805
882,225,5.0,3.45237398147583
542,625,3.0,3.12709903717041
796,859,2.0,2.8484079837799072
57,1001,1.0,2.1286563873291016
790,282,4.0,3.4878432750701904
401,83,4.0,3.447065591812134
140,268,4.0,3.6393094062805176
938,358,4.0,2.7202484607696533
373,729,4.0,3.553187847137451
650,525,3.0,3.5595598220825195
200,1228,4.0,3.0109877586364746
439,100,3.0,4.27841854095459
92,376,3.0,2.648667335510254
682,352,1.0,1.9653986692428589
323,150,4.0,3.704254150390625
181,995,1.0,1.6991459131240845
871,22,5.0,3.827338218688965
276,941,3.0,3.2967453002929688
480,114,4.0,4.153677940368652
508,88,3.0,3.540553092956543
122,187,4.0,4.502045631408691
897,208,5.0,4.3534955978393555
102,686,3.0,2.6927008628845215
457,483,5.0,5.1813859939575195
751,238,3.0,3.766374111175537
308,174,4.0,4.299310684204102
733,744,4.0,3.151184320449829
537,357,4.0,3.479722023010254
299,522,3.0,3.856736183166504
7,187,4.0,4.758089065551758
537,90,1.0,2.4325733184814453
269,705,2.0,3.4378678798675537
279,976,3.0,1.9339885711669922
705,399,5.0,3.5034313201904297
83,174,5.0,4.312398910522461
578,1264,3.0,1.6611030101776123
561,676,3.0,2.7863948345184326
603,174,3.0,4.237662315368652
90,971,4.0,4.167298316955566
846,70,4.0,3.909708261489868
758,311,4.0,4.27174186706543
897,82,5.0,4.162619113922119
207,529,4.0,3.4515271186828613
801,307,4.0,4.077221393585205
305,172,4.0,3.7414348125457764
617,774,1.0,2.2146213054656982
784,260,4.0,2.565896987915039
234,486,3.0,3.279942035675049
481,780,1.0,3.0077431201934814
271,318,5.0,4.319605827331543
428,259,4.0,3.0855977535247803
92,238,5.0,3.84682559967041
6,306,4.0,3.7801427841186523
244,629,4.0,3.527881622314453
693,234,2.0,3.1256422996520996
279,92,4.0,3.5501930713653564
717,50,4.0,4.736298561096191
602,343,2.0,3.4813082218170166
927,819,3.0,2.989302635192871
326,86,2.0,3.4841718673706055
181,1137,1.0,1.9899163246154785
588,272,5.0,4.666799545288086
232,638,5.0,3.8232944011688232
44,190,5.0,4.14089298248291
87,1028,4.0,3.325007200241089
305,690,4.0,3.1098217964172363
269,716,4.0,2.5470399856567383
932,502,4.0,3.946580171585083
293,12,4.0,3.7834463119506836
893,290,3.0,3.2730982303619385
450,278,5.0,3.659372329711914
805,195,3.0,3.8706588745117188
407,194,4.0,3.8941190242767334
90,1101,4.0,4.338535308837891
901,1049,3.0,2.708336353302002
56,391,3.0,2.9630014896392822
43,203,4.0,4.104185581207275
551,761,1.0,3.5613420009613037
417,364,3.0,2.466494083404541
230,621,2.0,2.5163519382476807
846,1297,3.0,2.511366367340088
455,214,3.0,3.1602280139923096
409,1392,1.0,1.5841600894927979
374,931,3.0,2.127784490585327
892,173,5.0,4.532024383544922
590,276,4.0,3.615751028060913
897,566,2.0,3.9133546352386475
269,710,1.0,3.0792980194091797
62,9,4.0,3.6522645950317383
352,181,4.0,3.771915912628174
551,13,1.0,3.9900572299957275
833,589,5.0,3.5460805892944336
295,1297,4.0,2.8285975456237793
216,7,5.0,3.922550678253174
334,95,3.0,3.6313037872314453
268,1041,1.0,2.810197353363037
455,515,4.0,4.0822343826293945
778,262,4.0,3.269801378250122
234,88,3.0,3.0127532482147217
311,621,4.0,2.6106655597686768
110,722,3.0,2.6550631523132324
299,727,4.0,3.3520374298095703
548,1011,2.0,3.469770908355713
843,258,4.0,3.0414681434631348
437,283,1.0,3.698784351348877
393,62,4.0,3.274669647216797
257,289,4.0,3.3880321979522705
174,100,5.0,4.639025688171387
157,1283,2.0,2.8969883918762207
345,44,3.0,3.51899790763855
933,231,1.0,2.1436455249786377
90,259,2.0,2.9845528602600098
710,56,5.0,3.9292654991149902
733,293,4.0,3.3711299896240234
419,28,3.0,4.225634574890137
934,154,3.0,3.835538148880005
507,316,5.0,5.67547082901001
664,484,5.0,4.103321075439453
276,737,4.0,3.1197237968444824
567,293,5.0,3.857909679412842
828,531,4.0,3.3067827224731445
751,367,4.0,3.353616714477539
504,969,4.0,3.9087371826171875
276,334,4.0,3.5938167572021484
846,468,4.0,3.483264207839966
774,380,2.0,2.052924394607544
684,98,4.0,4.219601631164551
805,202,2.0,3.684998035430908
417,47,3.0,3.5080270767211914
